-1.6507	0.1233	6
-1.6508	-1.6399	1
-1.6508	-0.6230	4
-1.6508	-0.2159	5
-1.6508	-0.1507	5
-1.6509	1.1978	9
-1.6509	-1.2567	2
-1.6510	-0.8877	3
-1.6510	0.3594	7
-1.6510	0.1933	6
-1.6510	1.4394	10
-1.6511	0.7394	8
-1.6511	0.5222	7
-1.6511	1.1922	9
-1.6511	-0.6528	4
-1.6512	-1.2897	2
-1.6512	0.4350	7
-1.6512	-0.9238	3
-1.6512	-0.9672	3
-1.6512	-0.9321	3
-1.6514	0.0683	6
-1.6514	1.1752	9
-1.6515	0.2183	6
-1.6516	1.2203	9
-1.6517	1.6752	10
-1.6517	-0.0939	5
-1.6517	-0.8843	3
-1.6517	1.2114	9
-1.6517	0.9051	8
-1.6518	0.1692	6
-1.6518	1.1576	9
-1.6519	-0.6483	4
-1.6519	-0.5577	4
-1.6519	1.6189	10
-1.6520	-0.6387	4
-1.6520	-1.6969	1
-1.6520	-0.9867	3
-1.6521	-1.2330	2
-1.6521	0.6207	7
-1.6522	-0.5139	4
-1.6522	1.7149	10
-1.6522	1.2961	9
-1.6522	1.5762	10
-1.6522	-0.8895	3
-1.6522	-0.7456	3
-1.6522	0.4960	7
-1.6523	-1.7060	1
-1.6523	-0.2160	5
-1.6523	-1.6580	1
-1.6523	-1.1509	2
-1.6525	1.1260	9
-1.6525	-1.6784	1
-1.6525	1.2159	9
-1.6526	-1.1944	2
-1.6527	-0.0981	5
-1.6527	-0.9520	3
-1.6527	-0.8808	3
-1.6528	1.6438	10
-1.6529	-0.1966	5
-1.6530	0.1728	6
-1.6530	-0.9484	3
-1.6531	-0.4144	4
-1.6531	-0.2109	5
-1.6531	-0.5469	4
-1.6532	0.4875	7
-1.6532	-0.5635	4
-1.6532	-0.1221	5
-1.6533	1.5482	10
-1.6533	-1.5958	1
-1.6534	-0.1806	5
-1.6534	-1.4174	1
-1.6535	-1.1251	2
-1.6535	0.5158	7
-1.6535	-1.2443	2
-1.6535	1.3578	9
-1.6536	0.7268	8
-1.6536	1.5828	10
-1.6537	-1.5926	1
-1.6537	-1.6220	1
-1.6538	-0.3207	5
-1.6539	0.0769	6
-1.6539	0.4107	7
-1.6539	0.4892	7
-1.6540	-0.2012	5
-1.6540	-0.8856	3
-1.6541	1.7742	10
-1.6541	0.7060	8
-1.6541	0.5288	7
-1.6542	0.9047	8
-1.6543	-0.5525	4
-1.6543	0.4714	7
-1.6543	-0.2714	5
-1.6544	-0.5768	4
-1.6544	-0.2721	5
-1.6544	0.1667	6
-1.6545	-1.5328	1
-1.6546	0.4674	7
-1.6546	0.2772	6
-1.6548	1.4605	10
-1.6548	0.2706	6
-1.6548	0.4796	7
-1.6548	-0.6690	4
-1.6550	0.8311	8
-1.6551	-1.3476	2
-1.6551	0.4108	7
-1.6551	-0.8401	3
-1.6551	1.5761	10
-1.6551	-1.5042	1
-1.6553	1.6228	10
-1.6553	0.7132	8
-1.6553	0.2964	6
-1.6554	-1.1091	2
-1.6554	0.6674	7
-1.6554	-0.9862	3
-1.6555	-0.6144	4
-1.6555	0.4316	7
-1.6555	0.9049	8
-1.6555	-0.1546	5
-1.6556	1.3127	9
-1.6556	-0.4880	4
-1.6556	-1.1176	2
-1.6557	0.8547	8
-1.6557	-1.1460	2
-1.6558	-0.5708	4
-1.6558	0.7330	8
-1.6558	0.1816	6
-1.6558	0.6168	7
-1.6558	1.4396	10
-1.6558	-1.5174	1
-1.6559	0.4979	7
-1.6559	-1.1138	2
-1.6559	1.5768	10
-1.6560	0.6179	7
-1.6561	1.3004	9
-1.6561	-0.5350	4
-1.6561	-0.3229	5
-1.6561	-0.9393	3
-1.6562	-1.1008	2
-1.6563	1.6216	10
-1.6563	1.2743	9
-1.6563	-1.5035	1
-1.6564	0.1733	6
-1.6565	1.6485	10
-1.6565	-1.5329	1
-1.6566	1.5972	10
-1.6566	0.2414	6
-1.6566	-0.7512	3
-1.6567	0.6186	7
-1.6567	-0.8679	3
-1.6567	-1.6051	1
-1.6567	-1.3606	2
-1.6568	1.1678	9
-1.6568	-0.7361	3
-1.6568	-1.1955	2
-1.6568	1.1840	9
-1.6569	-0.9348	3
-1.6570	1.6172	10
-1.6570	-0.1774	5
-1.6570	0.0381	6
-1.6570	-0.1080	5
-1.6570	-0.9104	3
-1.6571	-0.9830	3
-1.6571	-0.1497	5
-1.6571	0.1311	6
-1.6571	-0.8611	3
-1.6571	-0.5077	4
-1.6571	0.1197	6
-1.6572	1.2256	9
-1.6572	1.1073	9
-1.6572	-0.0985	5
-1.6572	-0.8625	3
-1.6573	-0.9271	3
-1.6573	0.6131	7
-1.6573	1.6172	10
-1.6573	0.5153	7
-1.6573	-1.5420	1
-1.6574	-1.6661	1
-1.6574	-1.1243	2
-1.6574	-0.2063	5
-1.6574	1.4990	10
-1.6575	-1.0456	2
-1.6575	-1.6440	1
-1.6575	-0.5054	4
-1.6576	0.2013	6
-1.6576	1.7720	10
-1.6578	-1.2396	2
-1.6578	-0.1304	5
-1.6578	-1.1031	2
-1.6578	1.1838	9
-1.6578	0.1186	6
-1.6579	0.1128	6
-1.6579	-0.9027	3
-1.6579	-0.6194	4
-1.6579	-1.2173	2
-1.6580	1.2806	9
-1.6580	-0.1853	5
-1.6580	-0.1900	5
-1.6580	-1.2415	2
-1.6580	-0.5853	4
-1.6581	-1.5528	1
-1.6581	-1.2239	2
-1.6581	0.8008	8
-1.6582	1.0221	8
-1.6582	-0.9618	3
-1.6583	-1.4818	1
-1.6584	0.6185	7
-1.6584	1.2426	9
-1.6585	0.1256	6
-1.6585	-1.5093	1
-1.6585	0.5022	7
-1.6587	0.3368	6
-1.6588	-0.9557	3
-1.6588	-0.4258	4
-1.6588	-0.4522	4
-1.6588	-1.5992	1
-1.6588	-1.6589	1
-1.6589	-1.2571	2
-1.6589	-0.1038	5
-1.6590	0.9091	8
-1.6590	1.3003	9
-1.6590	0.5230	7
-1.6591	1.4604	10
-1.6591	0.8322	8
-1.6591	0.1338	6
-1.6591	-0.8691	3
-1.6592	0.6809	7
-1.6593	-0.5303	4
-1.6593	-0.8625	3
-1.6594	0.8945	8
-1.6594	0.8477	8
-1.6595	-0.4068	4
-1.6595	0.4197	7
-1.6595	-1.5650	1
-1.6596	0.5598	7
-1.6597	1.5613	10
-1.6597	-1.5493	1
-1.6598	-0.2593	5
-1.6598	1.5532	10
-1.6598	0.2497	6
-1.6599	-0.8441	3
-1.6599	1.2730	9
-1.6600	0.8647	8
-1.6600	-0.4789	4
-1.6600	0.2293	6
-1.6601	0.9445	8
-1.6601	-0.6256	4
-1.6602	1.3124	9
-1.6602	1.5309	10
-1.6602	-1.6042	1
-1.6603	1.2431	9
-1.6603	1.0356	8
-1.6603	0.5332	7
-1.6603	0.3982	7
-1.6604	-1.5184	1
-1.6604	-1.6109	1
-1.6604	1.2902	9
-1.6605	-1.4826	1
-1.6606	-0.9414	3
-1.6607	-0.3042	5
-1.6607	-0.7925	3
-1.6607	1.4793	10
-1.6610	0.8700	8
-1.6610	1.3454	9
-1.6610	-0.9124	3
-1.6611	0.8370	8
-1.6611	-0.8418	3
-1.6612	0.9150	8
-1.6612	-1.1213	2
-1.6612	1.1189	9
-1.6614	0.9054	8
-1.6615	-0.0811	5
-1.6615	0.5142	7
-1.6615	0.2960	6
-1.6615	-1.1390	2
-1.6615	1.2263	9
-1.6615	-0.5604	4
-1.6616	0.4346	7
-1.6616	1.1096	9
-1.6617	-0.5391	4
-1.6617	-0.6545	4
-1.6618	-0.6869	4
-1.6618	0.4306	7
-1.6619	-0.8365	3
-1.6620	0.4182	7
-1.6620	0.8622	8
-1.6621	-0.9406	3
-1.6621	-1.2857	2
-1.6622	0.8366	8
-1.6622	-1.1263	2
-1.6622	0.0455	6
-1.6623	-1.2553	2
-1.6623	-0.8624	3
-1.6624	-0.9265	3
-1.6625	-1.5223	1
-1.6625	-0.8227	3
-1.6625	0.2188	6
-1.6626	1.6745	10
-1.6627	1.6049	10
-1.6627	-1.5820	1
-1.6627	-0.8259	3
-1.6628	0.5819	7
-1.6628	-0.4664	4
-1.6629	1.2038	9
-1.6629	1.0126	8
-1.6629	-0.8028	3
-1.6629	0.5585	7
-1.6629	-0.9637	3
-1.6629	0.8593	8
-1.6630	0.2066	6
-1.6630	-0.3339	5
-1.6630	-1.6142	1
-1.6631	-0.9157	3
-1.6631	0.4102	7
-1.6632	0.8858	8
-1.6632	0.8824	8
-1.6632	0.3093	6
-1.6633	-0.5273	4
-1.6633	1.5276	10
-1.6634	-1.5910	1
-1.6634	-1.3637	2
-1.6635	-0.4418	4
-1.6635	-1.6981	1
-1.6635	1.6417	10
-1.6636	-0.2371	5
-1.6637	1.2608	9
-1.6637	0.4655	7
-1.6638	-0.0065	5
-1.6638	0.2549	6
-1.6639	-0.2403	5
-1.6639	-0.4324	4
-1.6640	0.1210	6
-1.6640	0.7594	8
-1.6641	-1.4914	1
-1.6641	-1.5478	1
-1.6643	-0.0805	5
-1.6643	-0.1605	5
-1.6643	0.1912	6
-1.6643	-1.4882	1
-1.6643	0.0822	6
-1.6644	-1.5056	1
-1.6644	-0.1956	5
-1.6644	-0.0256	5
-1.6645	-0.6051	4
-1.6645	1.2541	9
-1.6645	-0.1466	5
-1.6646	-0.7065	3
-1.6646	-0.7415	3
-1.6646	1.3987	10
-1.6646	1.2013	9
-1.6647	0.5779	7
-1.6647	0.4471	7
-1.6648	-1.5349	1
-1.6648	1.1395	9
-1.6649	-0.8231	3
-1.6650	-1.5224	1
-1.6650	0.4623	7
-1.6651	-0.2431	5
-1.6652	0.6927	7
-1.6652	-0.8801	3
-1.6653	1.2953	9
-1.6653	-1.1278	2
-1.6654	-1.5237	1
-1.6654	-1.2496	2
-1.6654	0.6293	7
-1.6655	-0.4622	4
-1.6655	-1.5096	1
-1.6655	-0.1642	5
-1.6656	0.8780	8
-1.6656	1.6825	10
-1.6656	-1.1765	2
-1.6656	-1.0513	2
-1.6657	1.2075	9
-1.6659	1.0462	9
-1.6659	0.8698	8
-1.6659	-0.8292	3
-1.6659	-0.4981	4
-1.6659	-0.8902	3
-1.6660	0.5251	7
-1.6661	0.0233	6
-1.6661	1.4788	10
-1.6662	1.3113	9
-1.6662	-0.2357	5
-1.6663	-1.2107	2
-1.6663	-0.7044	3
-1.6663	1.6671	10
-1.6664	-0.9280	3
-1.6664	-0.6075	4
-1.6664	-0.9348	3
-1.6665	0.4299	7
-1.6665	0.9709	8
-1.6665	1.0040	8
-1.6667	-0.5778	4
-1.6668	-0.5213	4
-1.6669	-0.2002	5
-1.6669	0.9996	8
-1.6670	-1.0016	3
-1.6670	-1.5699	1
-1.6671	1.2780	9
-1.6672	-1.4903	1
-1.6672	-1.5588	1
-1.6672	1.2637	9
-1.6672	-0.7531	3
-1.6673	0.7437	8
-1.6674	1.4814	10
-1.6675	0.1123	6
-1.6675	-1.1862	2
-1.6676	0.0736	6
-1.6677	-0.9807	3
-1.6677	-0.1998	5
-1.6677	-1.0071	3
-1.6677	0.4996	7
-1.6677	-0.3910	4
-1.6679	0.4791	7
-1.6679	0.5742	7
-1.6679	-1.5468	1
-1.6680	1.1775	9
-1.6680	1.1909	9
-1.6680	0.4500	7
-1.6682	-1.5087	1
-1.6682	-1.4557	1
-1.6683	-1.6883	1
-1.6684	1.0230	8
-1.6685	-1.5952	1
-1.6685	0.8210	8
-1.6685	1.2341	9
-1.6686	0.3808	7
-1.6686	-1.0189	3
-1.6686	0.4899	7
-1.6687	0.1148	6
-1.6688	-1.1132	2
-1.6688	-0.2237	5
-1.6688	-0.8283	3
-1.6689	-1.1557	2
-1.6689	-1.3670	2
-1.6689	-1.3437	2
-1.6689	-0.8496	3
-1.6690	-0.5739	4
-1.6691	-0.7777	3
-1.6691	1.6255	10
-1.6691	-0.6644	4
-1.6692	-0.0082	5
-1.6692	-0.2523	5
-1.6693	-0.5727	4
-1.6694	-1.5603	1
-1.6695	0.2235	6
-1.6695	1.1480	9
-1.6696	0.1271	6
-1.6696	-1.4291	1
-1.6697	1.4222	10
-1.6697	0.8961	8
-1.6697	0.5346	7
-1.6697	1.3279	9
-1.6697	-0.9013	3
-1.6700	-0.7861	3
-1.6700	-0.4578	4
-1.6700	1.0106	8
-1.6701	1.5259	10
-1.6702	0.1952	6
-1.6704	-1.5448	1
-1.6705	1.6479	10
-1.6706	1.5939	10
-1.6707	-1.4874	1
-1.6707	-1.2452	2
-1.6708	-0.8258	3
-1.6708	1.1440	9
-1.6708	0.2097	6
-1.6709	-0.9404	3
-1.6709	0.3526	7
-1.6709	-0.2332	5
-1.6709	-0.7069	3
-1.6709	-0.2373	5
-1.6710	0.5819	7
-1.6710	1.6459	10
-1.6711	1.2742	9
-1.6711	-1.1144	2
-1.6711	-1.2768	2
-1.6713	0.1284	6
-1.6713	0.9690	8
-1.6714	0.4451	7
-1.6714	0.1688	6
-1.6714	0.2055	6
-1.6714	1.5288	10
-1.6714	-0.2088	5
-1.6714	-0.5021	4
-1.6715	-1.0478	2
-1.6716	1.7136	10
-1.6717	1.1290	9
-1.6717	-0.3260	5
-1.6717	1.5687	10
-1.6718	1.3917	10
-1.6718	1.4558	10
-1.6718	1.6463	10
-1.6718	-0.4246	4
-1.6719	1.2423	9
-1.6719	1.4657	10
-1.6720	1.1862	9
-1.6720	0.2154	6
-1.6720	-0.3646	4
-1.6720	0.0159	6
-1.6722	1.3417	9
-1.6722	0.0703	6
-1.6723	-0.5255	4
-1.6723	-0.0981	5
-1.6724	1.2191	9
-1.6724	-1.1823	2
-1.6724	-0.1571	5
-1.6725	-0.6190	4
-1.6725	-0.9459	3
-1.6725	0.4416	7
-1.6725	0.3125	6
-1.6726	-0.0690	5
-1.6726	0.2125	6
-1.6727	0.8590	8
-1.6729	-1.0316	3
-1.6729	-1.6655	1
-1.6730	0.8903	8
-1.6731	0.8910	8
-1.6732	0.4007	7
-1.6733	-1.5421	1
-1.6733	-0.5444	4
-1.6733	1.1971	9
-1.6733	-0.7821	3
-1.6734	-0.4295	4
-1.6735	0.6549	7
-1.6736	1.5158	10
-1.6736	1.4830	10
-1.6737	0.9516	8
-1.6737	-1.2898	2
-1.6738	-1.6112	1
-1.6739	-1.2794	2
-1.6740	1.1818	9
-1.6740	-1.1649	2
-1.6741	-1.5621	1
-1.6743	0.2664	6
-1.6743	0.2410	6
-1.6744	0.8213	8
-1.6744	-0.2234	5
-1.6744	1.0746	9
-1.6745	0.1004	6
-1.6745	0.8116	8
-1.6745	-0.9283	3
-1.6746	-0.2142	5
-1.6746	1.0165	8
-1.6746	-1.4552	1
-1.6747	0.5344	7
-1.6747	0.0644	6
-1.6748	1.2189	9
-1.6748	-0.2489	5
-1.6748	0.8710	8
-1.6749	-1.1749	2
-1.6749	-0.5986	4
-1.6749	0.7798	8
-1.6750	0.2815	6
-1.6750	-0.5945	4
-1.6750	-1.4142	1
-1.6752	0.8498	8
-1.6752	-0.3793	4
-1.6753	-1.1684	2
-1.6753	-0.4120	4
-1.6753	-1.5123	1
-1.6753	0.1584	6
-1.6753	-0.1241	5
-1.6754	0.7520	8
-1.6754	0.8452	8
-1.6754	-1.4051	1
-1.6755	-1.0331	3
-1.6755	1.2320	9
-1.6756	0.0930	6
-1.6756	-0.1643	5
-1.6759	-1.1609	2
-1.6761	-1.3375	2
-1.6762	-0.2161	5
-1.6762	1.3256	9
-1.6763	0.6838	7
-1.6763	-1.2773	2
-1.6764	1.0418	9
-1.6765	0.8771	8
-1.6765	-1.2948	2
-1.6765	-1.1571	2
-1.6765	-1.5083	1
-1.6766	-0.9204	3
-1.6767	-0.6068	4
-1.6767	-0.4937	4
-1.6768	0.9563	8
-1.6768	1.4652	10
-1.6769	-1.5245	1
-1.6769	-1.1169	2
-1.6770	1.1779	9
-1.6770	0.3679	7
-1.6770	1.6118	10
-1.6772	-0.4151	4
-1.6772	-1.1120	2
-1.6772	0.3917	7
-1.6773	0.9009	8
-1.6774	-0.1026	5
-1.6775	0.5038	7
-1.6775	-1.5768	1
-1.6776	-1.4977	1
-1.6776	0.8354	8
-1.6776	0.5569	7
-1.6777	0.8452	8
-1.6778	-0.3272	5
-1.6779	-1.1347	2
-1.6779	1.0936	9
-1.6779	0.7493	8
-1.6780	-0.9013	3
-1.6780	-0.1434	5
-1.6780	1.5161	10
-1.6780	-1.1339	2
-1.6783	0.7513	8
-1.6783	-1.6146	1
-1.6783	-1.3270	2
-1.6784	1.4623	10
-1.6784	-0.0654	5
-1.6784	-1.2307	2
-1.6784	-1.3011	2
-1.6784	0.8513	8
-1.6785	-0.3939	4
-1.6785	-1.2351	2
-1.6785	-0.1836	5
-1.6785	0.9387	8
-1.6786	-0.2255	5
-1.6787	-0.3572	4
-1.6787	-1.4740	1
-1.6788	-0.4958	4
-1.6788	-0.8500	3
-1.6788	-1.2403	2
-1.6788	0.1514	6
-1.6788	-1.4584	1
-1.6788	0.7609	8
-1.6788	-0.2025	5
-1.6789	0.4823	7
-1.6789	1.5699	10
-1.6789	-1.1032	2
-1.6790	-0.6531	4
-1.6790	1.2503	9
-1.6790	-0.4970	4
-1.6790	0.5754	7
-1.6790	1.1102	9
-1.6790	-0.2636	5
-1.6790	0.8644	8
-1.6791	0.0852	6
-1.6791	-1.5377	1
-1.6791	1.2208	9
-1.6791	-0.2130	5
-1.6792	0.9829	8
-1.6794	-1.5483	1
-1.6795	0.4113	7
-1.6797	1.5369	10
-1.6797	-1.6274	1
-1.6797	0.5177	7
-1.6798	0.0291	6
-1.6798	0.0060	6
-1.6798	1.5640	10
-1.6799	-1.4390	1
-1.6799	-0.5635	4
-1.6800	0.2541	6
-1.6800	-1.2569	2
-1.6801	-1.6079	1
-1.6801	1.2195	9
-1.6805	1.5756	10
-1.6806	1.1797	9
-1.6806	-1.3641	2
-1.6807	1.2987	9
-1.6808	-1.6171	1
-1.6808	1.6078	10
-1.6808	0.5691	7
-1.6808	0.2901	6
-1.6809	0.8338	8
-1.6810	-1.1587	2
-1.6810	-1.6816	1
-1.6812	-0.2364	5
-1.6812	0.1954	6
-1.6812	1.4600	10
-1.6812	1.2135	9
-1.6812	0.3702	7
-1.6813	-0.7863	3
-1.6813	0.9426	8
-1.6815	1.2002	9
-1.6815	1.2220	9
-1.6815	0.9137	8
-1.6816	-0.2125	5
-1.6816	-0.8867	3
-1.6817	-0.5352	4
-1.6818	-0.5580	4
-1.6818	0.4801	7
-1.6818	0.8598	8
-1.6818	0.9184	8
-1.6819	0.6364	7
-1.6819	-0.1496	5
-1.6820	1.5811	10
-1.6821	-0.2005	5
-1.6821	-1.7070	1
-1.6821	-0.4266	4
-1.6821	-1.4366	1
-1.6822	0.5893	7
-1.6823	-0.8307	3
-1.6824	-1.6551	1
-1.6824	1.4394	10
-1.6824	-0.7887	3
-1.6825	-0.6921	4
-1.6825	0.8047	8
-1.6825	-1.5361	1
-1.6825	-0.2286	5
-1.6826	-1.7131	1
-1.6826	-1.0733	2
-1.6827	-1.6096	1
-1.6828	0.2373	6
-1.6828	-0.5663	4
-1.6828	-1.4863	1
-1.6828	1.5863	10
-1.6830	0.1370	6
-1.6830	0.7543	8
-1.6831	-1.4066	1
-1.6831	0.5931	7
-1.6831	1.1807	9
-1.6831	0.8307	8
-1.6832	-0.5045	4
-1.6832	0.5684	7
-1.6834	-1.2822	2
-1.6834	0.9531	8
-1.6835	0.8929	8
-1.6836	0.9087	8
-1.6836	-1.4416	1
-1.6836	-1.1176	2
-1.6838	1.3119	9
-1.6839	1.6005	10
-1.6839	1.5071	10
-1.6842	-1.1883	2
-1.6842	-0.2661	5
-1.6843	1.5117	10
-1.6843	1.0288	8
-1.6844	-1.4497	1
-1.6844	1.5282	10
-1.6844	1.0924	9
-1.6844	-0.7935	3
-1.6844	-1.6110	1
-1.6844	-1.2300	2
-1.6845	-0.5453	4
-1.6846	0.8428	8
-1.6848	-1.0953	2
-1.6848	0.9119	8
-1.6848	0.1366	6
-1.6849	0.1757	6
-1.6851	-1.5298	1
-1.6852	0.7802	8
-1.6853	0.5201	7
-1.6853	-1.2141	2
-1.6853	0.8557	8
-1.6853	1.5427	10
-1.6857	-0.4227	4
-1.6858	0.3879	7
-1.6858	-0.3187	5
-1.6858	0.8901	8
-1.6859	1.2536	9
-1.6859	-1.5544	1
-1.6860	-0.1759	5
-1.6861	-0.3050	5
-1.6861	1.5579	10
-1.6863	-0.8553	3
-1.6863	-1.4167	1
-1.6864	-0.8281	3
-1.6864	-0.9231	3
-1.6866	-1.5427	1
-1.6866	0.4753	7
-1.6867	1.6044	10
-1.6867	-0.0730	5
-1.6868	1.0164	8
-1.6869	0.4379	7
-1.6869	0.3961	7
-1.6869	1.1505	9
-1.6869	-1.7430	1
-1.6870	-1.6218	1
-1.6870	1.1657	9
-1.6870	0.2061	6
-1.6872	1.5124	10
-1.6873	-0.8801	3
-1.6873	1.5398	10
-1.6875	1.1918	9
-1.6875	-1.5162	1
-1.6875	-0.2086	5
-1.6877	1.4010	10
-1.6877	-1.6294	1
-1.6881	-0.4968	4
-1.6882	-0.9144	3
-1.6882	1.2386	9
-1.6883	-0.1025	5
-1.6884	0.5545	7
-1.6885	0.5163	7
-1.6885	-0.5529	4
-1.6885	-0.9525	3
-1.6886	-0.2030	5
-1.6886	0.5136	7
-1.6887	-1.4533	1
-1.6889	-0.7875	3
-1.6889	-1.5020	1
-1.6890	-0.9278	3
-1.6891	-1.6888	1
-1.6891	-0.2791	5
-1.6891	1.1276	9
-1.6893	0.1623	6
-1.6895	1.5383	10
-1.6896	1.5907	10
-1.6896	0.8899	8
-1.6896	-0.9097	3
-1.6897	1.5577	10
-1.6899	-0.4047	4
-1.6900	1.0845	9
-1.6901	-1.2403	2
-1.6902	-0.1351	5
-1.6902	0.8748	8
-1.6903	1.5784	10
-1.6904	-0.1543	5
-1.6904	-1.5725	1
-1.6904	0.9845	8
-1.6905	-0.9947	3
-1.6906	1.5282	10
-1.6907	0.5066	7
-1.6908	0.6342	7
-1.6909	-0.6245	4
-1.6909	0.5438	7
-1.6910	-1.3737	2
-1.6910	-1.3407	2
-1.6911	0.2264	6
-1.6911	-0.7356	3
-1.6912	0.3330	6
-1.6912	0.0183	6
-1.6913	0.7737	8
-1.6913	1.1742	9
-1.6915	-0.7590	3
-1.6916	0.4100	7
-1.6916	-0.1519	5
-1.6916	0.0056	6
-1.6916	-0.5056	4
-1.6917	-1.2527	2
-1.6918	1.3256	9
-1.6919	-0.1553	5
-1.6920	-1.5633	1
-1.6921	-0.1594	5
-1.6922	-1.5373	1
-1.6923	0.8270	8
-1.6927	-1.7704	1
-1.6929	-1.4737	1
-1.6930	0.8746	8
-1.6930	0.6157	7
-1.6930	0.9318	8
-1.6931	-1.0572	2
-1.6931	-1.1556	2
-1.6931	-0.9144	3
-1.6934	0.2683	6
-1.6935	-0.6472	4
-1.6935	-1.3931	1
-1.6936	0.3492	7
-1.6936	-0.3331	5
-1.6938	1.5673	10
-1.6938	-1.3195	2
-1.6941	-1.3506	2
-1.6941	-1.6246	1
-1.6942	0.1126	6
-1.6942	-0.9146	3
-1.6943	-0.7420	3
-1.6944	-1.1953	2
-1.6944	-1.2458	2
-1.6944	-0.1647	5
-1.6945	0.0142	6
-1.6946	1.5597	10
-1.6946	1.1565	9
-1.6947	0.7344	8
-1.6948	0.9615	8
-1.6949	0.9534	8
-1.6950	-1.2134	2
-1.6950	1.2565	9
-1.6950	-0.4806	4
-1.6951	-1.5053	1
-1.6952	-0.5549	4
-1.6956	0.3453	6
-1.6956	-0.1188	5
-1.6957	-0.6454	4
-1.6957	0.2877	6
-1.6958	1.4642	10
-1.6959	1.0964	9
-1.6960	0.1467	6
-1.6960	-0.1018	5
-1.6961	-0.8588	3
-1.6962	0.2816	6
-1.6963	-0.9050	3
-1.6963	0.8629	8
-1.6964	-0.8312	3
-1.6964	-1.1866	2
-1.6965	0.7663	8
-1.6965	-0.9427	3
-1.6965	1.1980	9
-1.6966	0.5639	7
-1.6967	0.5818	7
-1.6970	-1.5324	1
-1.6970	-0.4875	4
-1.6970	0.1778	6
-1.6970	0.0214	6
-1.6974	-0.9483	3
-1.6974	0.5327	7
-1.6975	0.7333	8
-1.6975	0.4867	7
-1.6975	-0.9654	3
-1.6976	-0.1643	5
-1.6978	0.8464	8
-1.6978	1.6108	10
-1.6978	-0.4069	4
-1.6980	-1.1498	2
-1.6980	1.1580	9
-1.6981	1.2089	9
-1.6981	-1.5408	1
-1.6986	-0.7921	3
-1.6986	-0.4072	4
-1.6988	-0.5045	4
-1.6989	-0.3333	5
-1.6990	-1.4790	1
-1.6990	0.2153	6
-1.6993	0.4440	7
-1.6994	-1.5832	1
-1.6995	1.5542	10
-1.6996	1.2257	9
-1.6996	1.5531	10
-1.6997	-0.5082	4
-1.6998	-1.2785	2
-1.6999	-0.4868	4
-1.6999	1.0353	8
-1.6999	-1.2254	2
-1.6999	-0.1169	5
-1.7002	0.9547	8
-1.7002	0.0753	6
-1.7002	1.4583	10
-1.7004	-0.5001	4
-1.7007	-0.5450	4
-1.7007	0.3056	6
-1.7008	1.6462	10
-1.7008	-0.5366	4
-1.7008	-1.2890	2
-1.7009	-1.5392	1
-1.7010	-1.6599	1
-1.7010	1.3139	9
-1.7011	-1.5967	1
-1.7011	0.2453	6
-1.7012	-1.6676	1
-1.7013	0.1511	6
-1.7013	-0.0560	5
-1.7013	0.5557	7
-1.7014	1.1419	9
-1.7015	-0.0506	5
-1.7015	-0.5426	4
-1.7017	-0.5971	4
-1.7017	-0.4847	4
-1.7018	-0.1801	5
-1.7018	-1.5812	1
-1.7019	-1.0746	2
-1.7019	1.1464	9
-1.7019	0.6485	7
